date,region,product_id,average_delivery_days,late_delivery_rate
2026-06-28,South,P004,2.71,0.039
2026-06-28,East,P001,2.83,0.03
2026-06-28,East,P002,3.57,0.045
2026-06-28,East,P003,3.17,0.049
2026-06-28,East,P004,3.23,0.036
2026-06-28,West,P001,3.08,0.037
2026-06-28,West,P002,3.13,0.043
2026-06-28,West,P003,2.89,0.027
2026-06-28,West,P004,3.04,0.038
2026-06-29,North,P001,2.43,0.045
2026-06-29,North,P002,3.29,0.065
2026-06-29,North,P003,2.88,0.035
2026-06-29,North,P004,2.67,0.042
2026-06-29,South,P001,3.06,0.032
2026-06-29,South,P002,2.95,0.02
2026-06-29,South,P003,3.28,0.032
2026-06-29,South,P004,2.99,0.026
2026-06-29,East,P001,2.83,0.037
2026-06-29,East,P002,3.0,0.045
2026-06-29,East,P003,3.43,0.047
2026-06-29,East,P004,3.29,0.054
2026-06-29,West,P001,3.17,0.04
2026-06-29,West,P002,3.3,0.051
2026-06-29,West,P003,3.19,0.025
2026-06-29,West,P004,2.75,0.037
2026-06-30,North,P001,3.23,0.04
2026-06-30,North,P002,3.34,0.053
2026-06-30,North,P003,3.36,0.052
2026-06-30,North,P004,2.69,0.045
2026-06-30,South,P001,2.82,0.024
2026-06-30,South,P002,2.91,0.053
2026-06-30,South,P003,3.14,0.06
2026-06-30,South,P004,3.05,0.064
2026-06-30,East,P001,3.05,0.04
2026-06-30,East,P002,2.62,0.051
2026-06-30,East,P003,2.85,0.034
2026-06-30,East,P004,3.38,0.052
2026-06-30,West,P001,3.34,0.036
2026-06-30,West,P002,2.98,0.039
2026-06-30,West,P003,3.23,0.056
2026-06-30,West,P004,3.11,0.06
2026-07-01,North,P001,3.27,0.038
2026-07-01,North,P002,3.25,0.057
2026-07-01,North,P003,3.6,0.052
2026-07-01,North,P004,3.01,0.038
2026-07-01,South,P001,3.17,0.057
2026-07-01,South,P002,3.13,0.045
2026-07-01,South,P003,3.02,0.037
2026-07-01,South,P004,2.95,0.041
2026-07-01,East,P001,3.52,0.038
2026-07-01,East,P002,3.02,0.031
2026-07-01,East,P003,3.21,0.054
2026-07-01,East,P004,3.49,0.042
2026-07-01,West,P001,3.17,0.038
2026-07-01,West,P002,3.16,0.043
2026-07-01,West,P003,3.02,0.041
2026-07-01,West,P004,3.14,0.037
2026-07-02,North,P001,2.93,0.057
2026-07-02,North,P002,3.81,0.028
2026-07-02,North,P003,2.62,0.03
2026-07-02,North,P004,2.97,0.049
2026-07-02,South,P001,3.18,0.042
2026-07-02,South,P002,3.16,0.033
2026-07-02,South,P003,2.93,0.04
2026-07-02,South,P004,2.52,0.028
2026-07-02,East,P001,2.66,0.048
2026-07-02,East,P002,3.07,0.046
2026-07-02,East,P003,2.45,0.025
2026-07-02,East,P004,3.2,0.012
2026-07-02,West,P001,3.37,0.022
2026-07-02,West,P002,3.25,0.031
2026-07-02,West,P003,3.31,0.072
2026-07-02,West,P004,2.32,0.047
2026-07-03,North,P001,2.46,0.044
2026-07-03,North,P002,2.94,0.041
2026-07-03,North,P003,2.73,0.048
2026-07-03,North,P004,2.57,0.052
2026-07-03,South,P001,2.88,0.026
2026-07-03,South,P002,3.48,0.039
2026-07-03,South,P003,3.57,0.052
2026-07-03,South,P004,2.76,0.039
2026-07-03,East,P001,3.04,0.055
2026-07-03,East,P002,3.13,0.042
2026-07-03,East,P003,2.94,0.039
2026-07-03,East,P004,3.39,0.04
2026-07-03,West,P001,2.88,0.034
2026-07-03,West,P002,2.83,0.026
2026-07-03,West,P003,2.77,0.055
2026-07-03,West,P004,2.94,0.047
2026-07-04,North,P001,2.26,0.046
2026-07-04,North,P002,2.95,0.035
2026-07-04,North,P003,3.05,0.035
2026-07-04,North,P004,2.36,0.049
2026-07-04,South,P001,3.07,0.037
2026-07-04,South,P002,2.71,0.025
2026-07-04,South,P003,3.07,0.056
2026-07-04,South,P004,3.06,0.026
2026-07-04,East,P001,3.07,0.039
2026-07-04,East,P002,3.26,0.046
2026-07-04,East,P003,2.1,0.045
2026-07-04,East,P004,2.7,0.026
2026-07-04,West,P001,2.94,0.044
2026-07-04,West,P002,2.51,0.047
2026-07-04,West,P003,3.23,0.04
2026-07-04,West,P004,2.74,0.03
2026-07-05,North,P001,3.31,0.025
2026-07-05,North,P002,3.32,0.038
2026-07-05,North,P003,2.97,0.023
2026-07-05,North,P004,2.96,0.046
2026-07-05,South,P001,2.6,0.045
2026-07-05,South,P002,3.03,0.034
2026-07-05,South,P003,3.26,0.018
2026-07-05,South,P004,3.1,0.056
2026-07-05,East,P001,3.43,0.044
2026-07-05,East,P002,2.91,0.034
2026-07-05,East,P003,2.91,0.045
2026-07-05,East,P004,2.76,0.048
2026-07-05,West,P001,3.64,0.039
2026-07-05,West,P002,2.6,0.027
2026-07-05,West,P003,3.23,0.039
2026-07-05,West,P004,3.26,0.035
